title,company,site,it_role_type,city,final_tech_stack
Lập Trình Viên Mobile,CÔNG TY CỔ PHẦN ỨNG DỤNG CÔNG NGHỆ LOGISTICS,TopCV,Mobile Developer,Hồ Chí Minh,"Java, Dart, Swift, Kotlin"
Lập Trình Viên Data Engineer - Thu Nhập Hấp Dẫn Upto 60tr,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam,TopCV,Data Engineer,Hà Nội,Sql
Java Developer,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,TopCV,Java Developer,Hà Nội,"Java, Aws, Agile, Sql"
Lập Trình Viên VueJS,Công ty TNHH Tap Hospitality Vietnam,TopCV,Frontend Developer,Hà Nội,"Typescript, Docker, Javascript, Aws, Html/Css, Html, Css"
C# .NET Developer,CÔNG TY TNHH SHINNICHIRO VIỆT NAM,TopCV,Software Engineer,Hồ Chí Minh,"C#, Not Specified"
Thực Tập Sinh Lập Trình Phần Mềm,Công ty Cổ phần Công nghệ G-Connect,TopCV,Other IT Role,Hà Nội,"Java, Javascript, Python, Html/Css"
User Acquisition Marketing Game,CÔNG TY TNHH KỸ THUẬT CÔNG NGHỆ BLUE DREAM,TopCV,Other IT Role,Hồ Chí Minh,
Senior Fullstack Developer,Công ty cổ phần đầu tư Phát triển Máy Việt Nam,TopCV,Fullstack Developer,Hà Nội,"Sql, Docker, Javascript, Java, Agile"
"Lập Trình Viên C#, .NET",Công ty cổ phần K. Hệ thống,TopCV,Software Engineer,Đà Nẵng,"C#, Sql"
Front End Developer,Công Ty TNHH LG CNS VIỆT NAM,TopCV,Frontend Developer,Hà Nội,"Javascript, React, Html/Css, Html, Css"
Fullstack Developer,CÔNG TY TNHH GROOO INTERNATIONAL,TopCV,Fullstack Developer,Hồ Chí Minh,"Java, React, Javascript"
Embedded Software Engineer,CÔNG TY TNHH AMARIS VIỆT NAM,TopCV,Embedded Engineer,Hồ Chí Minh,"C++, Agile, Python"
Senior Mobile Developer,Công ty cổ phần PayPay,TopCV,Mobile Developer,Hà Nội,"Javascript, Agile, Kotlin, React, Html, Swift, Css"
Lập Trình Viên Từ N3,Công ty TNHH City Ascom Việt Nam,TopCV,Software Engineer,Hà Nội,"Java, Plsql, C#, Javascript"
Kỹ Sư Lập Trình Nhúng,Công ty Cổ phần Công nghệ Teksea,TopCV,Embedded Engineer,Hà Nội,"C++, Python, C"
ReactJS Developer,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,TopCV,Frontend Developer,Hà Nội,"Typescript, React, Css"
Java Developer,FPT Software,TopCV,Java Developer,Hồ Chí Minh,Java
Blockchain Backend Developer,CÔNG TY TNHH BULL LABS,TopCV,Blockchain Engineer,Hà Nội,"Docker, Go, Javascript, Rust"
Nhân Viên Phần Mềm,Công Ty CP XNK Y tế Domesco,TopCV,Software Engineer,Hồ Chí Minh,
Kỹ Sư Lập Trình Firmware,CÔNG TY CỔ PHẦN DEVBRIX,TopCV,Embedded Engineer,Hồ Chí Minh,Python
Net Developer,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,TopCV,Backend Developer,Hà Nội,"Sql, Html, Docker, Javascript, React, C#, Css"
Leader Java Backend,Công ty cổ phần PayPay,TopCV,Backend Developer,Hà Nội,"Java, Agile, Sql"
Nhân Viên Lập Trình PLC,Công ty TNHH Seojin Auto,TopCV,Other IT Role,Bắc Ninh,Not Specified
Lập Trình Viên NodeJS,Công ty TNHH ThinkLab Media,TopCV,Backend Developer,Hà Tĩnh,Javascript
Backend Developer,Công ty TNHH Equix Technologies,TopCV,Backend Developer,Hà Nội,"Docker, C#, Sql"
Kỹ Sư Lập Trình Khuôn,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS,TopCV,Other IT Role,Not Specified,
Frontend Developer,Công ty Cổ phần Ứng dụng Phần mềm Mobio Việt Nam,TopCV,Frontend Developer,Hà Nội,"Css3, Html5, Typescript, Angular, Html, Css"
Java Developer,"TECHVIFY SOFTWARE., JSC",TopCV,Backend Developer,Hà Nội,Java
Net Developer,CÔNG TY TNHH NEO TALENT,TopCV,Backend Developer,Hà Nội,"Sql, Html, Javascript, C#, Css"
Lập Trình Viên BAck-End,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,TopCV,Backend Developer,Hà Nội,"Sql, Html, Javascript, Agile, Aws, React, C#, Css"
Flutter Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC TRỰC TUYẾN ALADANH,TopCV,Flutter Developer,Hà Nội,"Agile, Dart"
Front End Developer,CÔNG TY TNHH DOCUMENT EASY,TopCV,Frontend Developer,Hồ Chí Minh,Dart
Automation & System Developer,CÔNG TY TNHH TMDV CÔNG NGHỆ TT,TopCV,Automation & System Developer,Hồ Chí Minh,Python
Java Developer,Công ty CP Kinh doanh F88,TopCV,Java Developer,Hà Nội,"Java, Aws, Agile, Sql"
Developer Leader,Công ty Cổ phần Công nghệ DTT,TopCV,Team Leader,Hà Nội,Java
Management Trainee Digital Channel Program - 1Y560,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),TopCV,Other IT Role,Hà Nội,Agile
Java Engineer Good English,FPT Software,TopCV,Backend Developer,Đà Nẵng,"Java, Aws, Agile, Sql"
Frontend Developer,CÔNG TY TNHH NEXDOR VIỆT NAM,TopCV,Frontend Developer,Hồ Chí Minh,"Javascript, Agile, React, Html, Css"
Junior Frontend Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BẦU TRỜI XANH,TopCV,Frontend Developer,Hà Nội,"Typescript, Sql, Javascript, React, Html, Css"
Salesforce Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,TopCV,Salesforce Developer,Hà Nội,"Apex, Agile"
Web Developer,CÔNG TY TNHH TECHNOASIA,TopCV,Web Developer,Đà Nẵng,Python
Back-End Developer,CÔNG TY TNHH A G STEEL MANUFACTURE,TopCV,Back-End Developer,Hồ Chí Minh,"C, Docker, Node.Js, C++, Go, Python, Java"
Chuyên Viên Lập Trình,Công ty Cổ phần Tập đoàn Meey Land,TopCV,Frontend Developer,Hà Nội,"Typescript, Javascript, Html/Css"
Senior Frontend Developer,CÔNG TY TNHH TECHVSI,TopCV,Frontend Developer,Hồ Chí Minh,"React, Html, Javascript, Css"
Blockchain Developer,CÔNG TY TNHH DỊCH VỤ TRUYỀN THÔNG TRUST REAL,TopCV,Blockchain Engineer,Hà Nội,"Xcode, C, Rust, Solidity, Objective-C, Javascript, Kotlin, C++, React, Java, Dart, Swift"
Trợ Lý Điều Hành Phát Triển Phần Mềm,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,TopCV,Other IT Role,Hà Nội,"Agile, Not Specified"
Java Developer,FPT Software,TopCV,Backend Developer,Nha Trang,"Java, Aws, Agile, Sql"
PHP Backend Developer,Công ty cổ phần PayPay,TopCV,Backend Developer,Hà Nội,"Docker, Php, Sql"
Lập Trình Viên NodeJS - Từ 2 Năm Kinh Nghiệm,Công ty cổ phần ICORP,TopCV,Backend Developer,Hà Nội,"Sql, Javascript, Html/Css, Java, Html, Css"
Kỹ Sư Phần Mềm,CÔNG TY TNHH INNOREV VIỆT NAM,TopCV,Software Engineer,Not Specified,"C#, Python"
Lập Trình Viên Java,Tổng Công ty Cổ Phần Công trình Viettel,TopCV,Dev Lead Java,Hà Nội,Java
Kỹ Sư Vận Hành Máy,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ LONG TIẾN HẢI,TopCV,Other IT Role,Not Specified,Not Specified
Lead Mobile App,CÔNG TY TNHH METADATA SOLUTIONS,TopCV,Lead Mobile App,Hồ Chí Minh,"Java, Swift, Kotlin"
COBOL Developer Intern,Công ty cổ phần SANAN,TopCV,Other IT Role,Not Specified,Cobol
Nhân Viên Lập Trình & Vận Hành Máy Phay,CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP MTEC,TopCV,Other IT Role,Bắc Ninh,
Android Developer Leader,Công ty Cổ phần viễn thông FPT,TopCV,Mobile Developer,Hồ Chí Minh,"Objective-C, Agile, Swift, Kotlin"
Trưởng Nhóm Lập Trình,CÔNG TY TNHH 1 TV AUTOMIC,TopCV,Tech Lead,Hà Nội,"C++, C#, Python"
Frontend Developer,Công ty cổ phần đầu tư NBG HIGHTECH,TopCV,Frontend Developer,Hà Nội,"Css3, Html5, Typescript, Javascript"
Thực Tập Sinh,Lampart,TopCV,Intern,Hồ Chí Minh,"Java, Php, Sql, Javascript"
Lập Trình Viên,CÔNG TY CỔ PHẦN GIẢI PHÁP GIÁO DỤC - Y TẾ NAM VIỆT,TopCV,Software Engineer,Hà Nội,"Html, Javascript, Html/Css, C#, Css"
Nhân Viên Lập Trình CNC,CÔNG TY CỔ PHẦN GỖ TÂN THÀNH,TopCV,Other IT Role,Not Specified,
Marketing Leader,Công Ty Cổ Phần Tổ Chức Nhà Quốc Gia (NATIONAL HOUSING ORGANIZATION JSC),TopCV,Not Specified,Hồ Chí Minh,
Frontend Developer,CÔNG TY TNHH BULL LABS,TopCV,Frontend Developer,Hà Nội,"Css3, Html5, Javascript"
Android Engineer,Floating Cube Studios (Việt Nam),TopCV,Mobile Developer,Hồ Chí Minh,"Flutter, Agile, Kotlin"
Giám Đốc Bảo Dưỡng,Nhà máy giấy Xương Giang-Công ty cổ phần XNK Bắc Giang,TopCV,IT Manager,Not Specified,
Fresher Flutter,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,TopCV,Mobile Developer,Hà Nội,"Agile, Dart"
JAVA/ .NET Fresher Developers,CÔNG TY CỔ PHẦN FUJINET SYSTEMS,TopCV,Software Engineer,Hồ Chí Minh,"Sql, Html, Javascript, React, Java, C#, Css"
Senior Fullstack Developer,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,TopCV,Full-stack Developer,Hồ Chí Minh,"Docker, React, Typescript, Javascript"
Senior Backend Engineer,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,TopCV,Backend Developer,Hà Nội,"Java, Agile, Sql, Docker"
Fullstack Developer,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,TopCV,Fullstack Developer,Hà Nội,"Php, Html, Javascript, Css"
Fullstack Developer,CÔNG TY TNHH FEDERATE GROUP,TopCV,Full-Stack Developer,Hà Nội,"Html5, Javascript, Golang, Python, Java, Php, Ruby, Css"
Kỹ Sư Cầu Nối,CÔNG TY CỔ PHẦN OMINEXT,TopCV,Kỹ Sư Cầu Nối,Not Specified,"C#, Agile"
Front End Developer,Công Ty TNHH LG CNS VIỆT NAM,TopCV,Frontend Developer,Hà Nội,"Typescript, Javascript, React, Html, Css"
Fullstack Developer,Công ty Cổ phần Kaopiz Software,TopCV,Fullstack Developer,Hà Nội,"Aws, Java, React, Javascript"
Fullstack Developer,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,TopCV,Fullstack Developer,Hà Nội,"Sql, Vue.Js, Docker, Javascript, Node.Js, React"
Kỹ Thuật Viên Lập Trình CNC,Công ty TNHH công nghệ QCM Việt Nam,TopCV,Other IT Role,Hà Nội,Not Specified
Java Developer,Công ty Cổ phần GEM,TopCV,Java Developer,Hà Nội,"Sql, Javascript, Aws, React, Java"
Lập Trình Viên Fullstack Developer,CÔNG TY CỔ PHẦN MIA RETAIL,TopCV,Full-stack Developer,Hồ Chí Minh,"Sql, Javascript, React, Python, Php, Css"
Lập Trình Viên Backend,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,TopCV,Backend Developer,Hà Nội,"Docker, C#, Sql, Agile"
Kỹ Sư Lập Trình,Công Ty TNHH Cammsys Việt Nam,TopCV,Software Engineer,Not Specified,"C++, C#, Python, Java"
Java Developer,Công ty Cổ phần Công nghệ MicroTech,TopCV,Java Developer,Hà Nội,Java
Junior Mobile Developer,CÔNG TY CỔ PHẦN ESTUARY,TopCV,Mobile Developer,Hồ Chí Minh,"Xcode, Typescript, Javascript, React, Java, Html, Swift, Css"
Nhân Viên Lập Trình PLC,Công ty TNHH Seojin Auto,TopCV,Other IT Role,Bắc Ninh,Not Specified
Lập Trình Viên Phần Mềm DEV PHP,Công ty TNHH CÔNG NGHỆ VÀ TƯ VẤN DOANH NGHIỆP INNOCOM,TopCV,Backend Developer,Hồ Chí Minh,"Php, Javascript, Sql"
Kỹ Sư Phần Mềm,Công ty Cổ phần Tự động hóa và Robotics Aubot,TopCV,Software Engineer,Hà Nội,"Node.Js, C++, Go, Python, Java"
Senior Mobile Developer,Công ty cổ phần PayPay,TopCV,Mobile Developer,Hà Nội,"Javascript, Agile, Kotlin, React, Html, Swift, Css"
Lập Trình Viên Java,TNHH Pirago Việt Nam,TopCV,Backend Developer,Hà Nội,"Java, Aws"
Nhân Viên Lập Trình Và Vận Hành Máy CNC,CÔNG TY TNHH CHẾ TẠO TẤN PHÁT,TopCV,Other IT Role,Hồ Chí Minh,Not Specified
Kỹ Sư Phần Mềm Ứng Dụng Desktop,Công ty Cổ phần Tập đoàn OSB,TopCV,Software Engineer,Hà Nội,"Java, Javascript"
Senior React Native Good English,FPT Software,TopCV,Frontend Developer,Đà Nẵng,"Javascript, React, Java, Swift, Css"
Trưởng Nhóm Lập Trình,CÔNG TY TNHH 1 TV AUTOMIC,TopCV,Other IT Role,Hà Nội,"C++, Python"
Kỹ Sư IT Fullstack,Công ty Cổ phần Tự động hóa và Robotics Aubot,TopCV,Full-stack Developer,Hà Nội,"Docker, Javascript, Aws, React, Java, Html, Css"
Lập Trình Backend,Công ty cổ phần giải pháp MKT,TopCV,Backend Developer,Hà Nội,Javascript
Nhân Viên Lập Trình,Công Ty TNHH Giải Pháp Phần Mềm Việt Á,TopCV,Software Engineer,Hồ Chí Minh,"Vb.Net, C#, Sql"
Lập Trình Viên Developer,CÔNG TY TNHH IDENTALSOFT VIỆT NAM,TopCV,Software Engineer,Hồ Chí Minh,"Java, C#"
Fresher Fullstack Developer,Công Ty SmartOSC,TopCV,Full-stack Developer,Hà Nội,"Javascript, React, Python, Html, Css"
Full-Stack Java Developer,"VĂN PHÒNG KOTRA, ĐẠI SỨ QUÁN HÀN QUỐC",TopCV,Full-stack Developer,Hà Nội,"Java, Javascript, Agile, Sql"
Chuyên Viên Lập Trình,CÔNG TY TNHH DỊCH VỤ XỬ LÝ ĐIỆN TOÁN,TopCV,Frontend Developer,Hà Nội,"React, Agile, Javascript"
Java Developer,Công ty Cp Công nghệ và Truyền thông Dagoras,TopCV,Backend Developer,Hà Nội,"Java, React"
Java Developer,Công ty cổ phần phần mềm ITSOL Holdings,TopCV,Java Developer,Hà Nội,Java
Playable Ads Developer,SonatGame Studio,TopCV,Playable Ads Developer,Hà Nội,C#
Nhân Viên Kỹ Thuật Cơ Khí,Công ty TNHH Kỹ Thuật Bueno,TopCV,Other IT Role,Not Specified,
Flutter Developer,Braly JSC,TopCV,Mobile Developer,Hà Nội,"Java, Dart, Swift"
Java Developer,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,TopCV,Java Developer,Hồ Chí Minh,"Java, Html, Javascript, Css"
Mobile Developer,Công ty Cổ phần Công nghệ eUp,TopCV,Mobile Developer,Hà Nội,"Swift, Kotlin"
Lập Trình Viên Senior Fullstack,CÔNG TY TNHH GROOO INTERNATIONAL,TopCV,Full-stack Developer,Hồ Chí Minh,"Java, Javascript, Docker, Sql"
Senior Frontend Developer,CÔNG TY TNHH SOFTFLEX LLC,TopCV,Frontend Developer,Hà Nội,"Typescript, Javascript, React, Html/Css, Php, Html, Css"
Blockchain Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,TopCV,Blockchain Developer,Hà Nội,"Go, Python, Rust, Solidity"
Game Developer,Công ty Cổ phần Falcon Technology,TopCV,Game Developer,Hà Nội,C#
Leader React Native,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,TopCV,Leader React Native,Hồ Chí Minh,"Docker, React, Typescript, Javascript"
Nhân Viên Lập Trình Cnc,CÔNG TY TNHH CÔNG NGHỆ ĐO LƯỜNG P&R (VIỆT NAM),TopCV,Other IT Role,Bắc Giang,Not Specified
Fullstack Developer,ORBRO Inc.,TopCV,Fullstack Developer,Hà Nội,"React, Typescript, Javascript"
Software Engineer – Theia IDE Development For RISC-V,CÔNG TY TNHH FEDERATE GROUP,TopCV,Software Engineer,Hà Nội,"Typescript, C, Javascript, C++, React, Agile"
Kỹ Sư Phát Triển Phần Mềm,CÔNG TY TNHH ESUHAI TECHNOLOGY,TopCV,Software Engineer,Hồ Chí Minh,
Kotlin Developer,Splus Software,TopCV,Kotlin Developer,Hồ Chí Minh,"React, Swift, Kotlin"
Lập Trình Backend,Công ty cổ phần giải pháp MKT,TopCV,Backend Developer,Hà Nội,"Typescript, Node.Js, Sql"
AI Backend Developer,"VĂN PHÒNG KOTRA, ĐẠI SỨ QUÁN HÀN QUỐC",TopCV,AI Backend Developer,Hà Nội,"Agile, Javascript, Python"
Junior Dev Odoo,Công ty Cổ Phần Peasoft Việt Nam,TopCV,Junior Developer,Hà Nội,Python
Developer Senior Java,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG DỊCH VỤ CÔNG NGHỆ THÔNG TIN,TopCV,Software Engineer,Hà Nội,Java
Nhân Viên Lập Trình Máy Phay CNC _ Thu Nhập Up To 20M++ _ Đi Làm Ngay Tại Hoàng Mai - HN,Công ty TNHH Auto Korea,TopCV,Other IT Role,Hà Nội,
Android Developer,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM LUTECH,TopCV,Mobile Developer,Not Specified,Kotlin
C#.NET Developer,CÔNG TY TNHH SHINNICHIRO VIỆT NAM,TopCV,Backend Developer,Hồ Chí Minh,C#
Frontend Developer,Công ty Cổ phần Công nghệ MicroTech,TopCV,Frontend Developer,Hà Nội,"React, Javascript, Css"
Nhân Viên Phát Triển Kinh Doanh,Công ty Cổ phần FHB Việt Nam,TopCV,Other IT Role,Hồ Chí Minh,Not Specified
NET Developer,OneTech Asia,TopCV,Backend Developer,Hồ Chí Minh,"Vb.Net, Php, Aws, C"
Curriculum Developer,CÔNG TY CỔ PHẦN TRƯỜNG HỌC CÔNG NGHỆ MINDX,TopCV,Curriculum Developer,Hà Nội,Not Specified
Middle Fullstack Developer,CÔNG TY TNHH FAVOLIST5 ASIA,TopCV,Full-stack Developer,Hồ Chí Minh,"Typescript, Sql, Docker, Javascript, Aws, Agile"
Java Engineer Good English,FPT Software,TopCV,Backend Developer,Đà Nẵng,"Java, Aws, Agile, Sql"
Nhân Viên Lập Trình Tự Động Hóa,CÔNG TY TNHH TECH EVOLUTION,TopCV,Not Specified,Bắc Giang,
Chuyên Viên Phát Triển Phần Mềm,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VÀ XÂY DỰNG THÀNH ĐÔ,TopCV,Software Engineer,Hà Nội,Not Specified
Solution Architect,DigiEx Group,TopCV,Solution Architect,Hồ Chí Minh,"Docker, Javascript, Aws, Java, Php"
Nhân Viên Lập Trình CNC,CÔNG TY CỔ PHẦN GỖ TÂN THÀNH,TopCV,Other IT Role,Not Specified,
Lập Trình Viên ReactJS,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,TopCV,Frontend Developer,Hà Nội,"Css3, Html5, Typescript, Javascript"
Lập Trình Viên Java,Công Ty TNHH Townsoft Vina,TopCV,Backend Developer,Hà Nội,"Java, Aws, Sql, Docker"
Frontend Developer,Công ty cổ phần đầu tư NBG HIGHTECH,TopCV,Frontend Developer,Hà Nội,"Typescript, Javascript, Html/Css"
Java Backend,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,TopCV,Backend Developer,Hà Nội,Java
Lập Trình Viên Java,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,TopCV,Backend Developer,Hà Nội,"Sql, Docker, Javascript, React, Html/Css, Java, Html, Css"
C#.NET Leader,CÔNG TY TNHH SHINNICHIRO VIỆT NAM,TopCV,C#.NET Leader,Hồ Chí Minh,C#
Backend Developer,ORBRO Inc.,TopCV,Backend Developer,Hà Nội,"C++, Aws, C, Python"
Senior Java Developer,Công ty Cổ phần GEM,TopCV,Backend Developer,Hà Nội,"Sql, Docker, Aws, Java, Agile"
Java Technical Lead,Công ty Cổ phần GEM,TopCV,Java Technical Lead,Hà Nội,"Sql, Docker, Aws, Java, Agile"
Senior Fullstack Developer,Phòng Khám Chuyên Khoa Da Liễu GSV - Công Ty Cổ Phần Bệnh Viện Đa Khoa Quốc Tế GSV,TopCV,Full-stack Developer,Hà Nội,"Sql, Html, Html/Css, C#, Css"
Web Frontend Angular,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,TopCV,Frontend Developer,Hà Nội,"Html, Javascript, Html/Css, Css"
AI Engineer,CÔNG TY CỔ PHẦN EVERSTAR GLOBAL,TopCV,AI Engineer,Hà Nội,"Agile, Python"
Lập Trình Viên Backend,CÔNG TY CỔ PHẦN EVERSTAR GLOBAL,TopCV,Backend Developer,Hà Nội,"Docker, Typescript, Javascript, Python"
Middle Fullstack Developer,CÔNG TY TNHH CÔNG NGHỆ RIKAI,TopCV,Full-stack Developer,Đà Nẵng,"Docker, Javascript, Agile, Aws, React, Html/Css, Java, Php, Html, Css"
SAP BTP CAP Developer,FPT Software,TopCV,SAP BTP CAP Developer,Đà Nẵng,"Java, Aws, Javascript, Sql"
Backend Engineer,Công ty Cổ phần VinBigData,TopCV,Backend Developer,Hà Nội,"Docker, Golang, Aws, Python"
Frontend Developer,Công Ty Tài Chính TNHH HD SAISON,TopCV,Frontend Developer,Hồ Chí Minh,"Typescript, Javascript, Agile"
Giám Đốc Bảo Dưỡng,Nhà máy giấy Xương Giang-Công ty cổ phần XNK Bắc Giang,TopCV,Not Specified,Not Specified,
Intern/Fresher .NET,Splus Software,TopCV,Intern Developer,Hồ Chí Minh,"Sql, Javascript, Vb.Net, Html, Css"
Business Developer - Project,CÔNG TY TNHH BLUM VIỆT NAM,TopCV,Not Specified,Hà Nội,
Lập Trình Viên .Net,CÔNG TY TNHH TECHNET GLOBAL,TopCV,Backend Developer,Hồ Chí Minh,"Javascript, C#, Sql"
Middle/Senior IOS Developer,Công ty TNHH Unstatic,TopCV,Mobile Developer,Hà Nội,Swift
Senior Java Developer,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,TopCV,Backend Developer,Hà Nội,"Java, Agile"
Lập Trình Máy CNC,công ty TNHH Công Nghệ HOGI Việt Nam,TopCV,Other IT Role,Hà Nội,
Lập Trình Viên Server. Thu Nhập Upto 40M,CÔNG TY TNHH MARKETING METAS GROUP,TopCV,Backend Developer,Hà Nội,C#
Frontend Developer,CÔNG TY TNHH HIFUNNEL,TopCV,Frontend Developer,Hồ Chí Minh,"Css3, Html5, Typescript, Javascript, React"
Nhân Viên React Native Mobile,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,TopCV,Mobile Developer,Hà Nội,"Javascript, Agile, React, Html, Css"
Chuyên Viên Phát Triển Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ SỐ VÀ CHUYỂN ĐỔI SỐ Y TẾ,TopCV,Software Engineer,Hà Nội,"C#, Sql, Html, Css"
Frontend Developer,"VĂN PHÒNG KOTRA, ĐẠI SỨ QUÁN HÀN QUỐC",TopCV,Frontend Developer,Hà Nội,"Typescript, Javascript, React, Html, Css"
Backend Developer,CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HUMAN OFFSHORE PARTNERS,TopCV,Backend Developer,Hà Nội,"Sql, Docker, Node.Js, Aws, Go, Python, Php"
Media Player Developer,CÔNG TY TNHH THINKWARE GRDC VIET NAM,TopCV,Other IT Role,Hồ Chí Minh,"C++, C"
Technical Artist,CÔNG TY TNHH MARKETING METAS GROUP,TopCV,Technical Artist,Hà Nội,C#
Nhân Viên Lập Trình Máy CNC,Công ty TNHH Napec,TopCV,Other IT Role,Hồ Chí Minh,Not Specified
Fresher .NET,Splus Software,TopCV,Software Engineer,Hồ Chí Minh,"Javascript, C#, Sql, Html/Css"
Lập Trình Viên C# WPF,Công ty TNHH AEGONA,TopCV,Software Engineer,Hồ Chí Minh,"C#, Agile"
Chuyên Viên Cao Cấp Ngân Hàng Số,Ngân hàng TMCP Đông Nam Á - SEABANK,TopCV,Software Engineer,Hà Nội,"Sql, Javascript, Kotlin, Java, Html, Swift, Css"
Nhân Viên Lập Trình Máy Phay CNC,CÔNG TY CỔ PHẦN CÔNG NGHIỆP PHỤ TRỢ BBS VIỆT NAM,TopCV,Other IT Role,Hà Nội,
Coding Quality Review Team Lead,Công Ty Tài Chính TNHH HD SAISON,TopCV,Coding Quality Review Team Lead,Hồ Chí Minh,"Java, Go, Javascript, Python"
Fullstack Developer Intern,BSS Group,TopCV,Fullstack Developer,Hà Nội,"Javascript, Aws, React, Java, Php"
Nhân Viên Lập Trình PHP,Công Ty Cổ Phần OWS Việt Nam,TopCV,Backend Developer,Hà Nội,"Php, Html, Javascript, Css"
Java Developer - 2 Năm Kinh Nghiệm,Beetechsoft,TopCV,Java Developer,Hồ Chí Minh,"Javascript, Html/Css, Java, Html, Css"
Senior C Language Developer,Công Ty TNHH LG CNS VIỆT NAM,TopCV,Other IT Role,Hà Nội,C
.NET Dev,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,TopCV,.NET Developer,Hà Nội,"Sql, Html, Javascript, Agile, Html/Css, C#, Css"
